vid,category,resolution,x_Subjects,MOSFull,MOSChunk00,MOSChunk05,MOSChunk10,stdFull,stdChunk00,stdChunk05,stdChunk10,width,height,pixfmt,framerate,nb_frames,bitdepth,bitrate
VerticalVideo_480P-5168,VerticalVideo,480,130,4.532,4.472,4.498,4.441,0.402,0.471,0.45,0.44,640,1136,yuv420p,59.82,NaN,NaN,NaN
VerticalVideo_480P-51b7,VerticalVideo,480,140,2.299,2.763,1.707,1.374,0.872,0.61,0.641,0.48,608,1080,yuv420p,14.011,NaN,NaN,NaN
VerticalVideo_480P-5351,VerticalVideo,480,120,2.992,2.943,2.918,2.847,0.671,0.587,0.659,0.644,480,854,yuv420p,19.98001998002,NaN,NaN,NaN
VerticalVideo_480P-550d,VerticalVideo,480,112,3.832,3.647,NaN,NaN,0.544,0.788,NaN,NaN,608,1080,yuv420p,270.36,NaN,NaN,NaN
VerticalVideo_480P-572a,VerticalVideo,480,135,3.499,3.502,3.471,3.576,0.473,0.405,0.438,0.426,480,856,yuv420p,30.022,NaN,NaN,NaN
VerticalVideo_480P-7278,VerticalVideo,480,133,3.005,2.863,2.933,2.9,0.588,0.611,0.609,0.641,612,1088,yuv420p,26.511,NaN,NaN,NaN
VerticalVideo_480P-729c,VerticalVideo,480,120,3.609,3.593,3.647,3.75,0.576,0.536,0.528,0.547,1080,1080,yuv420p,24,NaN,NaN,NaN
VerticalVideo_480P-790a,VerticalVideo,480,124,4.248,4.173,4.261,4.363,0.526,0.606,0.622,0.521,720,1080,yuv420p,46.856,NaN,NaN,NaN
VerticalVideo_720P-0750,VerticalVideo,720,124,3.71,3.537,3.571,3.718,0.56,0.77,0.71,0.44,720,1280,yuv420p,29.9,NaN,NaN,NaN
VerticalVideo_720P-0dac,VerticalVideo,720,104,2.934,2.605,2.847,2.759,0.684,0.627,0.58,0.658,720,1280,yuv420p,29.97002997003,NaN,NaN,NaN
VerticalVideo_720P-0f61,VerticalVideo,720,118,4.522,4.544,4.539,4.496,0.465,0.416,0.41,0.436,740,1324,yuv420p,60,NaN,NaN,NaN
VerticalVideo_720P-19fa,VerticalVideo,720,132,4.269,4.24,4.278,4.218,0.59,0.581,0.604,0.576,720,1280,yuv420p,29.954,NaN,NaN,NaN
VerticalVideo_720P-1ada,VerticalVideo,720,135,3.532,3.341,3.456,3.593,0.558,0.718,0.57,0.453,720,1280,yuv420p,29.888,NaN,NaN,NaN
VerticalVideo_720P-2efc,VerticalVideo,720,113,3.523,3.431,3.384,3.147,0.548,0.692,0.579,0.636,720,1280,yuv420p,28.112,NaN,NaN,NaN
VerticalVideo_720P-3df7,VerticalVideo,720,115,3.602,3.567,3.753,3.74,0.492,0.556,0.449,0.499,720,1280,yuv420p,30,NaN,NaN,NaN
VerticalVideo_720P-42f2,VerticalVideo,720,129,3.199,3.296,3.081,2.895,0.618,0.554,0.613,0.569,720,1280,yuv420p,25.747,NaN,NaN,NaN
VerticalVideo_720P-44de,VerticalVideo,720,131,4.261,4.305,4.364,NaN,0.596,0.527,0.508,NaN,720,1280,yuv420p,50.422,NaN,NaN,NaN
VerticalVideo_720P-456c,VerticalVideo,720,114,3.711,4.004,3.907,3.765,0.507,0.384,0.478,0.439,720,1280,yuv420p,30,NaN,NaN,NaN
VerticalVideo_720P-4730,VerticalVideo,720,117,4.107,4.357,4.325,4.052,0.472,0.462,0.42,0.401,720,1280,yuv420p,30,NaN,NaN,NaN
VerticalVideo_720P-4ca7,VerticalVideo,720,128,4.442,4.445,4.434,4.397,0.515,0.456,0.474,0.497,748,1332,yuv420p,60,NaN,NaN,NaN
VerticalVideo_720P-57eb,VerticalVideo,720,112,4.068,4.382,4.189,4.217,0.57,0.5,0.68,0.576,720,1280,yuv420p,30,NaN,NaN,NaN
VerticalVideo_720P-5f7d,VerticalVideo,720,124,3.39,3.313,3.411,3.253,0.689,0.738,0.692,0.742,720,1280,yuv420p,29.97002997003,NaN,NaN,NaN
VerticalVideo_720P-6580,VerticalVideo,720,121,2.979,3.067,2.934,2.784,0.618,0.654,0.598,0.631,720,1280,yuv420p,9.064,NaN,NaN,NaN
VerticalVideo_720P-665d,VerticalVideo,720,104,4.023,4.179,4.236,4.098,0.497,0.591,0.582,0.633,720,1280,yuv420p,29.724,NaN,NaN,NaN
VerticalVideo_720P-669d,VerticalVideo,720,152,4.176,4.314,4.263,4.364,0.639,0.505,0.609,0.481,720,1280,yuv420p,30,NaN,NaN,NaN
VerticalVideo_720P-6bf7,VerticalVideo,720,127,4.261,4.266,4.227,4.135,0.544,0.544,0.524,0.568,720,1280,yuv420p,30.1009988901221,NaN,NaN,NaN
VerticalVideo_720P-7517,VerticalVideo,720,131,4.271,4.162,4.132,3.978,0.471,0.522,0.571,0.569,750,1334,yuv420p,25,NaN,NaN,NaN
VerticalVideo_720P-7859,VerticalVideo,720,107,3.603,3.171,3.399,3.561,0.593,0.683,0.501,0.544,720,1280,yuv420p,30.018,NaN,NaN,NaN
VerticalVideo_720P-7c1d,VerticalVideo,720,130,4.502,4.375,4.495,4.452,0.461,0.579,0.439,0.526,720,1280,yuv420p,50.7130044843049,NaN,NaN,NaN
Vlog_1080P-010b,Vlog,1080,154,4.185,3.722,4.223,4.391,0.563,0.651,0.604,0.485,1920,1080,yuv420p,30,NaN,NaN,NaN
Vlog_1080P-04fe,Vlog,1080,133,3.12,2.654,2.838,3.04,0.648,0.519,0.534,0.668,1920,1080,yuv420p,60,NaN,NaN,NaN
Vlog_1080P-1609,Vlog,1080,121,2.528,2.527,2.671,2.551,0.808,1.03,1.027,0.947,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_1080P-18da,Vlog,1080,116,4.442,4.037,4.261,4.612,0.495,0.681,0.641,0.427,1920,1080,yuv420p,24,NaN,NaN,NaN
Vlog_1080P-19bb,Vlog,1080,119,3.076,2.881,3.039,3.233,0.817,0.728,0.712,0.773,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_1080P-19cc,Vlog,1080,140,3.921,3.946,3.969,3.811,0.508,0.453,0.496,0.451,1440,1080,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_1080P-1a53,Vlog,1080,134,4.474,4.489,4.41,4.315,0.469,0.389,0.418,0.443,1920,1080,yuv420p,59.9400630914826,NaN,NaN,NaN
Vlog_1080P-1df9,Vlog,1080,125,4.134,4.142,4.394,4.332,0.372,0.415,0.463,0.417,1920,1080,yuv420p,60,NaN,NaN,NaN
Vlog_1080P-1e70,Vlog,1080,132,2.442,2.775,2.87,2.198,0.953,0.774,0.797,0.908,1920,1080,yuv420p,30,NaN,NaN,NaN
Vlog_1080P-1f0a,Vlog,1080,118,3.872,3.829,4.139,3.967,0.627,0.588,0.645,0.741,1920,1080,yuv420p,24,NaN,NaN,NaN
Vlog_1080P-21f5,Vlog,1080,111,3.327,3.304,3.459,3.72,0.636,0.659,0.55,0.54,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_1080P-232f,Vlog,1080,120,2.812,2.481,2.747,2.918,0.869,1.016,0.825,0.735,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_1080P-2394,Vlog,1080,119,4.641,4.662,4.737,4.595,0.377,0.392,0.325,0.42,1920,1080,yuv420p,24,NaN,NaN,NaN
Vlog_1080P-23cb,Vlog,1080,114,3.069,3.206,3.074,2.768,0.748,0.702,0.652,0.784,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_1080P-25de,Vlog,1080,139,1.914,1.814,1.843,1.894,0.709,0.666,0.679,0.785,1920,1080,yuv420p,50,NaN,NaN,NaN
Vlog_1080P-2600,Vlog,1080,125,3.882,3.927,3.96,3.913,0.475,0.435,0.522,0.472,1920,1080,yuv420p,30,NaN,NaN,NaN
Vlog_1080P-26dc,Vlog,1080,124,3.685,3.552,3.359,2.933,0.587,0.564,0.685,0.696,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_1080P-290d,Vlog,1080,118,4.531,4.618,4.584,4.618,0.447,0.391,0.396,0.384,1920,1080,yuv420p,25,NaN,NaN,NaN
Vlog_1080P-2cda,Vlog,1080,127,4.429,4.448,4.381,4.109,0.48,0.438,0.439,0.432,1920,1080,yuv420p,25,NaN,NaN,NaN
Vlog_1080P-322f,Vlog,1080,109,3.558,3.369,3.808,3.802,0.586,0.719,0.556,0.463,1920,1080,yuv420p,25,NaN,NaN,NaN
Vlog_1080P-34cb,Vlog,1080,118,2.428,2.715,2.058,1.699,0.995,0.783,0.851,0.809,1920,1080,yuv420p,59.9400630914826,NaN,NaN,NaN
Vlog_1080P-35cd,Vlog,1080,112,3.196,3.481,3.528,3.55,0.596,0.542,0.465,0.484,1920,1080,yuv420p,30,NaN,NaN,NaN
Vlog_1080P-3744,Vlog,1080,117,3.948,4.186,4.398,3.499,0.574,0.404,0.448,0.624,1920,1080,yuv420p,50,NaN,NaN,NaN
Vlog_1080P-37cf,Vlog,1080,136,2.765,1.888,2.425,2.908,1.243,0.997,1.214,1.218,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_1080P-45c9,Vlog,1080,104,2.888,2.886,2.757,2.801,0.696,0.659,0.642,0.583,1920,1080,yuv420p,23.976023976024,NaN,NaN,NaN
Vlog_1080P-4921,Vlog,1080,121,4.031,3.954,3.727,3.715,0.546,0.576,0.545,0.445,1920,1080,yuv420p,25,NaN,NaN,NaN
Vlog_1080P-4a91,Vlog,1080,136,1.431,1.572,1.548,1.392,0.672,0.85,0.828,0.657,1920,1080,yuv420p,30,NaN,NaN,NaN
Vlog_1080P-4ba9,Vlog,1080,112,3.908,4.163,3.977,4.189,0.523,0.6,0.7,0.589,1920,1080,yuv420p,24,NaN,NaN,NaN
Vlog_1080P-4f26,Vlog,1080,126,3.962,3.803,3.716,3.69,0.484,0.511,0.495,0.421,1920,1080,yuv420p,25,NaN,NaN,NaN
Vlog_1080P-52fe,Vlog,1080,115,3.838,3.518,3.3,3.15,0.533,0.54,0.585,0.623,1920,1080,yuv420p,25,NaN,NaN,NaN
Vlog_1080P-58ad,Vlog,1080,116,3.747,3.485,3.529,3.274,0.618,0.713,0.528,0.732,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_1080P-5904,Vlog,1080,128,4.365,4.538,4.459,4.391,0.47,0.413,0.48,0.434,1920,1080,yuv420p,60,NaN,NaN,NaN
Vlog_1080P-5a19,Vlog,1080,125,3.596,3.479,3.545,3.133,0.506,0.569,0.493,0.683,1920,1080,yuv420p,25,NaN,NaN,NaN
Vlog_1080P-5c65,Vlog,1080,122,2.998,2.966,2.881,2.77,0.639,0.588,0.621,0.601,1920,1080,yuv420p,30,NaN,NaN,NaN
Vlog_1080P-5f28,Vlog,1080,108,2.811,2.582,2.91,3.168,0.728,0.766,0.594,0.627,1920,1080,yuv420p,59.9400630914826,NaN,NaN,NaN
Vlog_1080P-5f50,Vlog,1080,128,4.422,4.432,4.419,4.368,0.455,0.524,0.462,0.463,1920,1080,yuv420p,59.9400630914826,NaN,NaN,NaN
Vlog_1080P-62fc,Vlog,1080,136,4.255,4.259,4.142,4.271,0.533,0.504,0.437,0.493,1920,1080,yuv420p,60,NaN,NaN,NaN
Vlog_1080P-634b,Vlog,1080,110,3.836,3.781,3.655,3.588,0.531,0.439,0.581,0.665,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_1080P-64b6,Vlog,1080,108,4.192,4.076,4.017,3.894,0.576,0.404,0.468,0.451,1088,1088,yuv420p,60,NaN,NaN,NaN
Vlog_1080P-6686,Vlog,1080,137,3.926,3.936,3.205,2.998,0.701,0.528,0.651,0.661,1920,1080,yuv422p10le,59.9400630914826,NaN,NaN,NaN
Vlog_1080P-687a,Vlog,1080,125,3.374,3.216,3.346,3.241,0.734,0.736,0.698,0.715,1920,1080,yuv422p10le,29.97002997003,NaN,NaN,NaN
Vlog_1080P-6980,Vlog,1080,132,3.344,3.404,3.46,3.7,0.745,0.736,0.542,0.485,1920,1080,yuv422p10le,29.97002997003,NaN,NaN,NaN
Vlog_1080P-7062,Vlog,1080,126,3.944,4.175,4.181,4.032,0.584,0.62,0.583,0.708,1920,1080,yuv420p,25,NaN,NaN,NaN
Vlog_1080P-75b0,Vlog,1080,123,3.438,3.342,3.545,3.585,0.726,0.705,0.599,0.629,1920,1080,yuv420p,59.9400630914826,NaN,NaN,NaN
Vlog_1080P-7b67,Vlog,1080,122,3.139,3.289,3.253,3.206,0.63,0.549,0.71,0.682,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_1080P-7e8c,Vlog,1080,115,3.042,2.541,3.494,3.426,0.662,0.95,0.52,0.551,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_2160P-0289,Vlog,2160,109,4.499,4.269,4.209,4.214,0.484,0.588,0.584,0.647,3840,2160,yuv422p10le,29.97002997003,NaN,NaN,NaN
Vlog_2160P-030a,Vlog,2160,131,2.448,2.648,2.661,2.526,0.9,0.849,0.777,0.701,3840,2160,yuv420p,23.976023976024,NaN,NaN,NaN
Vlog_2160P-03a9,Vlog,2160,110,4.263,4.405,4.578,4.34,0.619,0.53,0.455,0.585,3840,2160,yuv420p,24,NaN,NaN,NaN
Vlog_2160P-0577,Vlog,2160,105,4.27,4.205,4.482,4.592,0.664,0.671,0.495,0.47,3840,2160,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_2160P-059c,Vlog,2160,123,4.441,4.409,4.525,4.363,0.521,0.583,0.465,0.633,3840,2160,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_2160P-09c9,Vlog,2160,129,2.876,1.89,4.157,4.416,1.233,0.744,0.76,0.584,3840,2160,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_2160P-0fb2,Vlog,2160,126,4.537,4.427,4.59,4.488,0.576,0.678,0.53,0.659,3840,2160,yuv422p10le,29.97002997003,NaN,NaN,NaN
Vlog_2160P-1021,Vlog,2160,129,2.938,2.979,3.041,3.035,0.815,0.694,0.688,0.677,3840,2160,yuv420p,29.905,NaN,NaN,NaN
Vlog_2160P-11c0,Vlog,2160,112,3.19,3.204,3.396,3.585,0.738,0.712,0.735,0.675,3840,2160,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_2160P-13a1,Vlog,2160,121,3.859,3.514,3.859,4.152,0.569,0.762,0.601,0.595,3840,2160,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_2160P-13fe,Vlog,2160,106,3.992,4.111,3.917,3.798,0.543,0.606,0.547,0.595,3840,2160,yuv420p,25,NaN,NaN,NaN
Vlog_2160P-19f9,Vlog,2160,134,3.919,4.122,4.194,4.117,0.702,0.605,0.611,0.692,3840,2160,yuv420p,30,NaN,NaN,NaN
Vlog_2160P-1ff6,Vlog,2160,113,3.29,3.379,2.79,2.881,0.721,0.795,0.766,0.795,3840,2160,yuv420p,23.976023976024,NaN,NaN,NaN
Vlog_2160P-217c,Vlog,2160,117,3.202,2.004,3.28,3.491,0.855,0.897,0.743,0.711,3840,2160,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_2160P-255c,Vlog,2160,113,4.443,4.38,4.263,4.157,0.495,0.549,0.63,0.728,3840,2160,yuv420p,25,NaN,NaN,NaN
Vlog_2160P-266c,Vlog,2160,114,2.846,3.105,3.137,3.129,0.858,0.772,0.736,0.825,5120,2160,yuv422p10le,23.976023976024,NaN,NaN,NaN
Vlog_2160P-26ef,Vlog,2160,113,3.887,3.721,3.351,3.369,0.622,0.717,0.86,0.762,5120,2160,yuv422p10le,23.976023976024,NaN,NaN,NaN
Vlog_2160P-2953,Vlog,2160,135,3.467,3.437,3.614,3.683,0.664,0.663,0.63,0.526,3840,2160,yuv420p,23.976023976024,NaN,NaN,NaN
Vlog_2160P-2b2d,Vlog,2160,126,3.906,4.005,4.068,3.986,0.866,0.794,0.69,0.584,3840,2160,yuv420p,25,NaN,NaN,NaN
Vlog_2160P-2b61,Vlog,2160,112,3.897,3.879,4.251,4.234,0.6,0.79,0.561,0.639,5120,2160,yuv422p10le,23.976023976024,NaN,NaN,NaN
Vlog_2160P-3019,Vlog,2160,138,4.578,4.586,4.576,4.527,0.452,0.457,0.498,0.518,3840,2160,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_2160P-310b,Vlog,2160,116,3.857,3.646,3.886,4.297,0.586,0.549,0.602,0.535,3840,2160,yuv420p,30,NaN,NaN,NaN
Vlog_2160P-327a,Vlog,2160,117,3.983,3.791,3.77,3.857,0.521,0.757,0.619,0.604,3840,2160,yuv420p,30,NaN,NaN,NaN
Vlog_2160P-342a,Vlog,2160,113,4.321,4.283,4.488,4.39,0.59,0.548,0.436,0.61,3840,2160,yuv420p,60,NaN,NaN,NaN
Vlog_2160P-360d,Vlog,2160,126,3.828,3.821,3.792,3.6,0.509,0.515,0.52,0.516,3840,2160,yuv420p,23.976023976024,NaN,NaN,NaN
Vlog_2160P-3a75,Vlog,2160,122,4.212,4.258,4.428,4.349,0.631,0.585,0.492,0.511,3840,2160,yuv420p,30,NaN,NaN,NaN
Vlog_2160P-408f,Vlog,2160,115,3.79,3.931,3.859,3.855,0.488,0.477,0.495,0.506,3840,2160,yuv420p,23.976023976024,NaN,NaN,NaN
Vlog_2160P-416c,Vlog,2160,145,4.019,3.979,3.933,3.963,0.721,0.48,0.508,0.545,3840,2160,yuv420p,30,NaN,NaN,NaN
Vlog_2160P-4362,Vlog,2160,119,4.554,4.618,4.625,4.505,0.503,0.52,0.508,0.574,3840,2160,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_2160P-4419,Vlog,2160,126,4.324,4.457,4.189,4.198,0.555,0.542,0.439,0.594,3840,2160,yuv420p,25,NaN,NaN,NaN
Vlog_2160P-4655,Vlog,2160,125,3.887,4.196,4.263,3.624,0.673,0.621,0.671,0.89,3840,2160,yuv420p,25,NaN,NaN,NaN
Vlog_2160P-4f98,Vlog,2160,125,3.47,3.29,2.847,3.148,0.713,0.778,0.825,0.699,3840,2160,yuv420p,30,NaN,NaN,NaN
Vlog_2160P-522f,Vlog,2160,132,4.324,4.363,4.382,4.392,0.543,0.595,0.551,0.574,3840,2160,yuv420p,30,NaN,NaN,NaN
Vlog_2160P-56e4,Vlog,2160,136,4.289,4.065,4.266,4.272,0.485,0.607,0.587,0.656,3840,2160,yuv420p,30,NaN,NaN,NaN
Vlog_2160P-5874,Vlog,2160,134,4.101,4.296,3.92,4.062,0.659,0.556,0.646,0.752,3840,2160,yuv420p,25,NaN,NaN,NaN
Vlog_2160P-6195,Vlog,2160,147,4.282,4.372,4.431,4.377,0.535,0.519,0.445,0.44,3840,2160,yuv420p,24,NaN,NaN,NaN
Vlog_2160P-62b2,Vlog,2160,115,3.39,3.376,3.154,3.177,0.709,0.739,0.7,0.684,3840,2160,yuv420p,30,NaN,NaN,NaN
Vlog_2160P-6629,Vlog,2160,129,4.27,4.213,4.286,4.229,0.641,0.655,0.664,0.644,3840,2160,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_2160P-6bf1,Vlog,2160,107,3.39,3.383,3.018,3.337,0.795,0.715,0.853,0.829,5120,2160,yuv420p,23.976023976024,NaN,NaN,NaN
Vlog_2160P-6f92,Vlog,2160,114,3.886,3.764,3.681,3.529,0.532,0.565,0.569,0.746,3840,2160,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_2160P-700c,Vlog,2160,118,3.881,4.14,3.703,3.672,0.625,0.619,0.738,0.84,3840,2160,yuv420p,30,NaN,NaN,NaN
Vlog_2160P-70d6,Vlog,2160,110,3.067,3.074,3.188,3.012,0.698,0.673,0.679,0.708,3840,2160,yuv420p,30,NaN,NaN,NaN
Vlog_2160P-7295,Vlog,2160,121,4.182,3.72,3.651,4.146,0.614,0.777,0.788,0.691,5120,2160,yuv420p,23.976023976024,NaN,NaN,NaN
Vlog_2160P-7324,Vlog,2160,116,4.194,4.209,3.802,4.196,0.713,0.634,1.041,0.849,3840,2160,yuv420p,25,NaN,NaN,NaN
Vlog_2160P-77d8,Vlog,2160,104,3.667,3.348,3.643,3.348,0.599,0.797,0.673,0.727,3840,2160,yuv420p,23.976023976024,NaN,NaN,NaN
Vlog_2160P-7b10,Vlog,2160,121,3.864,3.654,3.951,3.823,0.577,0.729,0.751,0.528,3840,2160,yuv420p,30,NaN,NaN,NaN
Vlog_2160P-7b5c,Vlog,2160,104,3.61,2.933,2.747,3.13,0.726,0.736,0.637,0.676,3840,2160,yuv420p,30,NaN,NaN,NaN
Vlog_2160P-7bfb,Vlog,2160,125,4.206,4.396,4.127,4.058,0.665,0.493,0.6,0.707,3840,2160,yuv420p,30,NaN,NaN,NaN
Vlog_2160P-7f05,Vlog,2160,118,3.111,2.916,2.916,3.056,0.63,0.716,0.687,0.669,3840,2160,yuv420p,30,NaN,NaN,NaN
Vlog_2160P-7f9f,Vlog,2160,105,3.346,3.466,NaN,NaN,0.763,0.594,NaN,NaN,5120,2160,yuv422p10le,60,NaN,NaN,NaN
Vlog_360P-0432,Vlog,360,120,2.855,2.601,2.626,2.791,0.648,0.574,0.613,0.579,640,360,yuv420p,30,NaN,NaN,NaN
Vlog_360P-1b4c,Vlog,360,133,3.182,3.197,2.756,2.5,0.655,0.672,0.536,0.604,640,360,yuv420p,30,NaN,NaN,NaN
Vlog_360P-1e5b,Vlog,360,123,3.266,3.271,3.184,3.012,0.574,0.551,0.54,0.583,640,360,yuv420p,30,NaN,NaN,NaN
Vlog_360P-22a0,Vlog,360,130,3.286,3.037,3.098,3,0.528,0.618,0.641,0.656,640,360,yuv420p,30,NaN,NaN,NaN
Vlog_360P-2973,Vlog,360,109,2.902,2.742,2.741,2.798,0.628,0.531,0.535,0.543,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_360P-2e9d,Vlog,360,124,2.746,2.79,2.868,2.773,0.561,0.608,0.594,0.614,640,360,yuv420p,25,NaN,NaN,NaN
Vlog_360P-3121,Vlog,360,125,2.775,2.584,2.734,2.481,0.727,0.578,0.661,0.721,640,360,yuv420p,30,NaN,NaN,NaN
Vlog_360P-3bc2,Vlog,360,111,3.944,3.652,3.585,3.818,0.471,0.539,0.544,0.499,640,360,yuv420p,30,NaN,NaN,NaN
Vlog_360P-433e,Vlog,360,133,3.198,3.197,3.01,3.071,0.58,0.617,0.651,0.654,640,360,yuv420p,30,NaN,NaN,NaN
Vlog_360P-435d,Vlog,360,116,3.261,3.188,3.266,3.188,0.5,0.595,0.455,0.503,640,360,yuv420p,30,NaN,NaN,NaN
Vlog_360P-4697,Vlog,360,118,3.551,3.091,3.312,3.109,0.56,0.645,0.603,0.692,640,360,yuv420p,30,NaN,NaN,NaN
Vlog_360P-4795,Vlog,360,121,2.479,2.401,2.22,2.533,0.629,0.547,0.607,0.589,640,360,yuv420p,30,NaN,NaN,NaN
Vlog_360P-4ad1,Vlog,360,109,3.016,3.029,3.17,3.191,0.553,0.588,0.554,0.505,640,360,yuv420p,30,NaN,NaN,NaN
Vlog_360P-4d71,Vlog,360,103,3.052,3.102,3.351,3.024,0.615,0.625,0.662,0.787,640,360,yuv420p,30,NaN,NaN,NaN
Vlog_360P-5f43,Vlog,360,120,3.189,3.145,3.235,3.214,0.532,0.536,0.504,0.539,640,360,yuv420p,30,NaN,NaN,NaN
Vlog_360P-6279,Vlog,360,104,3.26,2.986,2.965,2.996,0.555,0.584,0.601,0.592,640,360,yuv420p,30,NaN,NaN,NaN
Vlog_360P-7334,Vlog,360,143,3.266,3.245,3.008,3.213,0.674,0.55,0.614,0.679,640,360,yuv420p,30,NaN,NaN,NaN
Vlog_360P-76ae,Vlog,360,109,2.606,2.393,2.689,2.853,0.667,0.646,0.596,0.643,640,360,yuv420p,30,NaN,NaN,NaN
Vlog_360P-7efe,Vlog,360,146,2.912,2.781,2.915,2.992,0.668,0.624,0.675,0.609,640,360,yuv420p,30,NaN,NaN,NaN
Vlog_480P-016e,Vlog,480,131,3.732,3.801,3.708,3.775,0.452,0.466,0.432,0.468,854,480,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_480P-08c7,Vlog,480,120,3.591,3.254,3.242,3.571,0.446,0.486,0.464,0.497,854,480,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_480P-0980,Vlog,480,129,2.755,2.803,2.807,2.612,0.623,0.613,0.645,0.572,720,480,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_480P-0ddc,Vlog,480,114,4.075,3.976,4.215,3.891,0.414,0.532,0.59,0.519,720,480,yuv420p,30.136,NaN,NaN,NaN
Vlog_480P-1b39,Vlog,480,130,2.325,2.266,2.352,2.098,0.672,0.558,0.597,0.552,640,480,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_480P-1c86,Vlog,480,123,2.813,2.754,2.743,2.603,0.649,0.682,0.661,0.555,854,480,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_480P-206f,Vlog,480,116,2.779,2.556,2.421,2.508,0.732,0.659,0.94,0.695,640,480,yuv420p,30,NaN,NaN,NaN
Vlog_480P-279d,Vlog,480,124,3.373,3.323,3.38,3.403,0.58,0.501,0.479,0.466,720,480,yuv411p,29.97002997003,NaN,NaN,NaN
Vlog_480P-2cad,Vlog,480,132,3.244,3.172,3.263,3.261,0.63,0.688,0.701,0.7,720,480,yuv411p,29.97002997003,NaN,NaN,NaN
Vlog_480P-34ba,Vlog,480,122,3.666,3.696,3.772,3.665,0.475,0.434,0.459,0.449,640,480,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_480P-476b,Vlog,480,119,3.431,3.245,3.343,3.416,0.505,0.649,0.454,0.508,854,480,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_480P-4beb,Vlog,480,125,2.512,2.413,2.418,2.395,0.639,0.578,0.569,0.553,640,480,yuv420p,30,NaN,NaN,NaN
Vlog_480P-5275,Vlog,480,123,3.12,3.274,3.082,3.05,0.549,0.555,0.64,0.604,640,480,yuv420p,25,NaN,NaN,NaN
Vlog_480P-535d,Vlog,480,110,2.846,2.825,2.829,2.829,0.493,0.605,0.49,0.537,720,480,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_480P-59dc,Vlog,480,116,3.206,3.285,3.236,3.357,0.45,0.5,0.495,0.533,640,480,yuv420p,30.026,NaN,NaN,NaN
Vlog_480P-5a31,Vlog,480,138,3.19,2.796,3.179,4.068,0.632,0.634,0.623,0.381,720,480,yuv411p,29.97002997003,NaN,NaN,NaN
Vlog_480P-5dfe,Vlog,480,110,3.8,3.803,3.754,3.225,0.5,0.415,0.386,0.678,854,480,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_480P-5e1c,Vlog,480,121,2.581,2.229,NaN,NaN,1.01,1.005,NaN,NaN,640,480,yuv420p,1.998001998002,NaN,NaN,NaN
Vlog_480P-5ebd,Vlog,480,119,3.637,3.693,3.753,3.847,0.478,0.504,0.449,0.514,854,480,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_480P-6395,Vlog,480,103,3.755,3.679,3.683,3.647,0.46,0.485,0.532,0.569,640,480,yuv420p,30,NaN,NaN,NaN
Vlog_480P-6c60,Vlog,480,112,2.487,2.666,2.682,2.435,0.624,0.827,0.737,0.65,640,480,yuv420p,30,NaN,NaN,NaN
Vlog_480P-7105,Vlog,480,117,3.119,3.021,2.659,2.843,0.719,0.623,0.665,0.667,720,480,yuv411p,29.97002997003,NaN,NaN,NaN
Vlog_480P-7237,Vlog,480,130,3.89,3.752,3.797,3.702,0.446,0.446,0.482,0.431,854,480,yuv420p,29.97002997003,NaN,NaN,NaN
Vlog_480P-7615,Vlog,480,108,2.588,2.878,2.752,2.865,0.746,0.707,0.591,0.702,640,480,yuv420p,30,NaN,NaN,NaN
